record_key,title,abstract,authors,publication_year,publication_date,venue,doi,url,type,cited_by_count,source_database,query_id,original_record_id,retrieved_at,is_preprint,arxiv_id,formal_doi,screening_status,screening_label,screening_confidence,screening_reason
arxiv:2609.08563,PLC-Bin2Src: Retrieving Corresponding Structured Text Source Files for PLC Binaries,"PLC developers reuse existing components and third-party libraries to reduce the cost of developing new applications, but this reuse can also introduce security risks. When components are distributed only in binary form, provenance tracing, vulnerability assessment, and security auditing become more difficult. To support these analyses, binary2source matching can retrieve the corresponding Structured Text (ST) source file for a PLC binary from a candidate source repository. However, due to the properties of PLC software, this task faces three challenges: cross-platform compilation heterogeneity, a binary-source representation gap, and inadequate representations of PLC semantics. Therefore, we present PLC-Bin2Src, a cross-platform binary2source matching framework that retrieves corresponding ST source files for binaries produced by CODESYS, GEB, OpenPLC v2, and OpenPLC v3. First, PLC-Bin2Src uses platform-aware binary frontends to recover user control logic across toolchains. Then, ST-to-C conversion and shared normalization are used to reduce syntactic differences between source- and binary-side representations. Next, control-data flow graphs (CDFGs) and function call graphs (FCGs) are constructed to capture program semantics, while recovered symbols provide complementary identity evidence. Finally, PLC-Bin2Src compares these representations and combines their similarity scores to rank source candidates. We evaluate PLC-Bin2Src on PLC-BEAD. The results show that PLC-Bin2Src achieves 95.89% Recall@1, 99.66% Recall@5, and an MRR of 0.9769 across four PLC platforms.",Ang Jia; Yaxin Duan; He Jiang; Ming Fan; Zhilei Ren; Xiaochen Li,2026,2026-09-08,arXiv (Cornell University),10.48550/arxiv.2609.08563,https://arxiv.org/abs/2609.08563,preprint,0,OpenAlex;arXiv,Q2.v2;Q6.A1;Q6.v3,https://openalex.org/W7211989946,2026-09-17T09:07:26Z,1,2609.08563,,,,,
doi:10.66823/2egmd793,The Double-Edged Sword of AI Pair Programmers: A Systematic Literature Review of Security Vulnerabilities in AI-Generated Code and Agentic Development Environments,"The role of AI pair programmers has expanded from local code completion to active participation in the development environment. Contemporary tools can interpret repository context, edit multiple files, call package managers, execute terminal commands, and communicate with external services. This review synthesizes security evidence concerning GitHub Copilot, ChatGPT-based coding, code large language models, Cursor-style agentic editors, command-line coding agents, and Model Context Protocol ecosystems. A protocol-driven search, supplemented by backward and forward snowballing, covered literature and technical evidence available through 12 July 2026. The verified corpus comprised 216 verified records, including peer-reviewed studies, preprints, benchmarks, standards, and clearly identified technical disclosures. The evidence supports useful roles in vulnerability discovery and repair, test generation, and secure-coding guidance, but it also documents recurring injection flaws, unsafe memory and file handling, weak cryptography, authentication errors, secret exposure, hallucinated dependencies, and incomplete patches. Whether these weaknesses persist depends partly on human factors, including expertise, prompt framing, review effort, automation bias, and the authority users assign to the assistant. Most generated-code defects remain familiar CWE classes. Agentic systems add orchestration-level concerns: indirect prompt injection, context poisoning, tool and protocol supply-chain attacks, permission amplification, approval spoofing, cross-file persistence, and autonomous execution. We synthesize these findings in a unified taxonomy, an evidence-based threat model, a lifecycle security model, and a continuous-assurance architecture built on structured context, least privilege, sandboxing, provenance, conventional SAST/SCA/secret scanning, security tests, and mandatory human authorization for high-impact actions. Without such governance, faster production may be offset by accumulating validation debt and downstream incident risk.",Mahmoud E. Farfoura; Mohammad A. K. Alia; Ibrahim Mashal; Adnan A. Hnaif; Mahmoud Odeh,2026,2026-09-04,Journal of Sustainable Smart Systems in Education & Environment,10.66823/2egmd793,https://doi.org/10.66823/2egmd793,review,0,OpenAlex,Q2.v2;Q3.v1,https://openalex.org/W7208786046,2026-09-17T09:07:26Z,0,,10.66823/2egmd793,,,,
arxiv:2609.05335,"The History Is the Detector: Executing CVE Patch History, End-to-End","Public vulnerability databases collect rich information about known software flaws, including their weakness types, affected components, and related patches. Fixing commits provide the exact code changes that removed these flaws. While these records capture why the original code was unsafe, they are documented mainly for human inspection rather than automated reuse. Consequently, the same unsafe conditions may still exist elsewhere in code without a known advisory, leaving much of this detection knowledge unused. We present BUGSTONE-E2E, a framework that transforms vulnerability history into executable detection rules and validates their findings. First, BUGSTONE-E2E mines reusable rules from verified fixing commits, capturing scan anchors, fix semantics, and CVE provenance and organizing them by CWE and language. Second, detection follows a funnel-shaped pipeline: early stages process a large pool of candidates using lightweight analysis, while later stages apply increasingly capable and expensive models to a shrinking set of targets. Specifically, BUGSTONE-E2E first enumerates call sites matching rule anchors using Tree-sitter, then removes benign sites using lightweight heuristics without LLM calls. Next, LLM-based agents inspect the remaining candidates guided by the rule. Following this inspection, the system re-triages surviving candidates and builds runtime verifications, then generates scope-checked patches validated via two-sided differential tests. Using 19,325 high-severity CVEs from 2022 to 2026, BUGSTONE-E2E identifies 2,710 fixing commits and constructs 1,033 detection rules across 56 CWE families, packaged into 172 skills. When applied across 14 programs, it produced runtime evidence for 644 findings. These results demonstrate that CVE history can be turned into an executable workflow, transforming past vulnerabilities into reproducible detection and repair.",Qiushi Wu; Kevin Eykholt; Youngja Park; Xiaokui Shu; Dhilung Kirat; Douglas Lee Schales; Ian Molloy,2026,2026-09-04,arXiv (Cornell University),10.48550/arxiv.2609.05335,https://arxiv.org/abs/2609.05335,preprint,0,OpenAlex;arXiv,Q2.v2;Q3.A1;Q3.v1;Q4.v2,https://openalex.org/W7211894712,2026-09-17T09:07:26Z,1,2609.05335,,,,,
doi:10.9734/ajess/2026/v52i93311,Rethinking Assessment for Engineering Students in Higher Education in the Age of Generative AI: A Critical Narrative Review,"Generative artificial intelligence (GenAI) has unsettled a central premise of higher-education assessment: that the quality of a submitted artefact is a sufficiently trustworthy proxy for the competence of the named student. This problem is acute in engineering, where text, code, calculations, models, design rationales and technical reports can increasingly be generated or transformed by general-purpose and specialised artificial intelligence (AI) systems. This critical narrative review examines how assessment in higher engineering education should be reconceptualised when GenAI is simultaneously a learning resource, an emerging professional tool and a source of construct-irrelevant assistance. Literature published from 1 January 2018 to 27 June 2026 was searched, with earlier foundational assessment research retained when conceptually necessary. Evidence was synthesised around assessment validity, engineering task vulnerability, authentic and process-based assessment, AI literacy and evaluative judgement, academic integrity and detection, feedback and grading, equity, and programme-level governance. The literature indicates that neither blanket prohibition nor unrestricted adoption provides a defensible general solution. Authenticity alone is also insufficient, because realistic take-home tasks can remain highly susceptible to undisclosed AI influence. A more robust approach separates two complementary purposes: protected evidence of independent competence in threshold and safety-relevant capabilities, and AI-integrated evidence of professional judgement in tasks where responsible tool use is itself an intended outcome. These forms of evidence should be triangulated through staged work, oral explanation, live demonstration, provenance, and programme-level assessment mapping. AI detectors are too unreliable and potentially inequitable to serve as stand-alone evidence of misconduct, while AI-assisted feedback and grading show promise but require human oversight, particularly for complex engineering work. The review proposes a Dual-Assurance Assessment Architecture as an evidence-derived organising model rather than a validated framework. Its central implication is that assessment reform should prioritise the validity of inferences about student capability, not merely the detectability of AI use.",Iman Farshchi,2026,2026-09-03,Asian Journal of Education and Social Studies,10.9734/ajess/2026/v52i93311,https://doi.org/10.9734/ajess/2026/v52i93311,review,0,OpenAlex,Q2.v2,https://openalex.org/W7207817237,2026-09-17T09:07:26Z,0,,10.9734/ajess/2026/v52i93311,,,,
doi:10.55640/ijaair-v03i09-06,Automated Testing Techniques for Enterprise Software Systems with GenAI Integration,"The rapid adoption of Generative Artificial Intelligence (GenAI) in enterprise workflows, from customer support to document processing, procurement and knowledge retrieval, has revealed a fundamental gap in conventional quality assurance practice. GenAI components are probabilistic, context-sensitive, dependent on retrieval corpora, tool integrations and evolving model versions, unlike deterministic software. Automated testing frameworks based on the assumption of stable input-output mappings are no longer sufficient to ensure the reliability, safety and compliance of these systems. In regulated and high-stakes enterprise settings, the lack of a scalable, CI/CD-friendly testing approach creates an unacceptable risk. In this paper, we develop an automated testing framework that combines metamorphic testing and property-based testing to validate enterprise GenAI applications at scale. Metamorphic testing identifies inconsistencies and emergent faults between related input transformations without needing to define the expected outputs a priori, directly addressing the oracle problem faced by generative systems. Property-based testing is an alternative approach that creates a range of test cases from business rules, domain invariants and constraint specifications. Simultaneously, the framework evaluates hallucination rates, accuracy of retrieval grounding, correctness of tool calls, policy compliance, and prompt regression for RAG pipelines and agentic workflows. To demonstrate how the proposed framework's metrics would be applied and evaluated in practice, this paper additionally presents an illustrative case scenario across four representative enterprise workflows customer support triage, procurement approvals, code review assistance, and knowledge-base Q&A conceptually modeled on published, evidence-driven quality-gate approaches for LLM applications. In this constructed 24-week quasi-experimental scenario, automated testing gates are illustrated as producing a 6.7 percentage point increase in task success rate (Cohen's d = 1.52), a 27.5% decrease in escalation rate, and a 31.0% decrease in rework rate. Business error cost per 1,000 workflow instances is illustrated as decreasing by 33.4%, and incorrect tool actions by 38.5%. User satisfaction is illustrated as increasing by 0.34 points on a 5-point scale. These illustrative results are shown to hold up under difference-in-differences and segmented-regression analyses, demonstrating how a framework's effectiveness could be assessed beyond simple pre/post comparison rather than reporting outcomes of a completed deployment. Taken together, the proposed framework and illustrative demonstration position metamorphic and property-based testing as scalable, CI/CD-compatible quality assurance techniques for enterprise GenAI systems, providing a practical path to deployment readiness, regulatory traceability, and sustained operational trust.",Suprajyotsna Dasari,2026,2026-09-15,International Journal of Advanced Artificial Intelligence Research,10.55640/ijaair-v03i09-06,https://doi.org/10.55640/ijaair-v03i09-06,article,0,OpenAlex,Q3.v1,https://openalex.org/W7213362811,2026-09-17T09:07:34Z,0,,10.55640/ijaair-v03i09-06,,,,
title:d5dce89fb6221d9d53bb1a982152e9453e7da5e1,Adversarial Testing of Automated Program Repair Agents for Security Vulnerabilities,"Software agents with Large Language Models (LLMs) are designed for Automated Program Repair (APR) tasks, raising the possibility that, in the near future, APR agents will fix bugs automatically without much human intervention. Can we trust an APR agent to produce both functionally correct and secure code in such situations? What if attackers target production APR agents with adversarial issues that seem benign but may influence the agents to produce correct but insecure code? In this paper, we took a first step towards answering these questions by conducting an empirical study. First, we created SWEADV, a benchmark of 750 adversarial issue descriptions constructed from 150 repair tasks in SWE-bench Verified. For each repair task, we created five adversarial issue descriptions, one for each attack type: command execution, deserialization, path traversal, denial of service, and weak hashing. Second, we evaluated mini_swe APR agents from three LLM backends on SWEADV: GPT-5-Mini, MiniMax-M2.5, and DeepSeek-R. We found that on average, adversarial issue descriptions can induce malicious behaviors with successful repair in 51.7% of cases. Third, we investigated whether typical detection mechanisms are sufficient to prevent such malicious patches from being accepted. Pre-repair detection with LLM-as-judge on the adversarial issue descriptions resulted in an average detection accuracy of only 62.3%. Post-repair detection on adversarial APR patches using static analysis tools and LLM-as-judge achieved average detection accuracies of only 39.4% and 55.4%, respectively. We conclude that autonomous APR agents cannot be trusted yet in production deployment, given their susceptibility to adversarial attacks.",Fares Trad; Simin Chen; Hung Viet Pham; Gias Uddin; Baishakhi Ray,2026,2026-09-14,arXiv (Cornell University),,https://arxiv.org/abs/2609.15963,preprint,0,OpenAlex,Q3.v1;Q3.v3,https://openalex.org/W7213372911,2026-09-17T09:07:34Z,1,,,,,,
doi:10.1145/3830454.3846626,The Deception Delta: Adversarial Evaluation of LLM-Based Smart Contract Bytecode Forensics,"Large language models are increasingly used in blockchain forensic investigations to interpret unverified smart contract bytecode. Their robustness has not been systematically tested against contracts adversarially designed to mislead analysis. We evaluate 22 frontier models on 13 purpose-built contracts (9 deception vectors, 4 controls) across six prompt strategies, yielding 8,528 analyzable non-refusal runs against contracts with EVM-verified ground truth. A calibrated LLM-as-judge pipeline, supported by two judge-independent metrics and 50 human gold-standard labels, shows that adversarial deception reduces drain detection by 20.0 percentage points (95% CI: [17.2, 22.8]) relative to functionally matched controls. Structural camouflage via multi-hop call chains, XOR-masked selectors, and storage-loaded drain parameters resists detection across nearly all models. Beyond non-detection, we identify rationalization: models correctly describe the hidden drain mechanism but accept the contract's deceptive framing and dismiss it as benign, yielding positive but incorrect evidence of safety. Simple guard instructions provide no aggregate benefit and destabilize individual models in both directions. Structural deception is largely insensitive across the six tested prompt strategies, more consistent with a capability limitation than with a simple prompting problem. Only five models from two providers exceed 50% detection. Under our single-shot, raw-bytecode-only protocol, current LLMs are not reliable standalone forensic tools. Our central claim does not extend to multi-turn, tool-augmented, source-aware, or decompiler-in-the-loop workflows; a source-code boundary check is reported as an explicit subset analysis rather than as part of the main evaluation.",Timo Schefold,2026,2026-09-12,arXiv (Cornell University),10.1145/3830454.3846626,https://arxiv.org/abs/2609.14098,preprint,0,OpenAlex,Q3.v1;Q3.v3,https://openalex.org/W7213288795,2026-09-17T09:07:34Z,0,,10.1145/3830454.3846626,,,,
title:73f9ea1be2a03e29c08d56aa65585761b1acf5e2,TyPatch: Transforming Patches into Typestate Rules for Kernel Bug Detection,"Historical Linux kernel patches capture defect knowledge that applies beyond their original repair sites. Recent work has shown that large language models (LLMs) can generate static-analysis checkers from historical patches and use them to uncover new kernel bugs. However, complete-checker generation requires the model both to recover the defect semantics expressed by a patch and to implement sophisticated program-analysis machinery, including object tracking, alias analysis, path-state maintenance, and interprocedural propagation. Coupling these responsibilities in a single end-to-end code-generation task can turn a simple defect rule into an unstable and expensive analyzer-implementation problem. To address this problem, we present TyPatch, which decouples patch-specific defect semantics from analyzer implementation. An LLM translates each patch into a typestate rule specifying its tracked object, actions, guards, transitions, and violations. A shared backend then executes these rules, binding their actions to program events, tracking object identity across aliases, propagating typestate along program paths, and producing reports for all rules. On Linux v6.16, TyPatch finds 559 distinct bugs, 121 of which have been confirmed by kernel developers. In a matched 38-patch comparison with the state-of-the-art complete-checker construction workflow, TyPatch uses 88.3-90.1% fewer generation tokens, while its initial report pools achieve 3.42-14.95$\times$ the precision of those produced by that workflow.",Ruoyu Wang; Tuo Li; Jia Li,2026,2026-09-12,arXiv (Cornell University),,https://arxiv.org/abs/2609.13728,preprint,0,OpenAlex,Q3.v1;Q3.v3;Q6.v2,https://openalex.org/W7213371449,2026-09-17T09:07:34Z,1,,,,,,
title:849d2c6ba2e3c3e363a09bab2dba878f12e45226,"Confuse the Model, Control the Flow: Understanding and Mitigating Privacy Leakage from LLM Agents with Information Flow Control","Personal AI agents built on large language models (LLMs) are increasingly given access to a user's private data and communications in order to provide personalized assistance. This access creates a persistent privacy risk: the agent must decide whether a given sensitive information should be disclosed to a particular party. Existing defenses address this by making the agent's backend LLM more privacy-preserving through stronger system prompts, training, or explicit consent-checking procedures, but this approach has a structural challenge: whenever enforcement is a judgment the LLM makes over the same conversational context an adversary controls, the enforcement mechanism and the attack surface coincide. We demonstrate this against existing defenses with three new attacks that require only ordinary agent interaction and no prompt injection: Collaborative Workspace Lure reframes an extraction attempt as collaborative work; Semantic Obfuscation Attack induces disclosure through omission rather than through anything the agent writes; and Channel Decoupling Attack splits the extraction request and the disclosure across independent channels. All three achieve substantially higher leak rates than the attacks these defenses were originally designed to withstand. Guided by this observation, we present FLOWSEAL, a defense that enforces confidentiality through a tool-level interceptor outside the LLM's context, grounded in data provenance and an information-flow-control lattice with controlled declassification. Evaluated across three benchmarks, five prompt-based baselines, and eight attacks, including a real agent executing live tool calls through MCP, FLOWSEAL reduces leak rates to near zero (e.g., 52.2% to 0.5% against Collaborative Workspace Lure) while preserving task utility, regardless of the underlying LLM backend.",Minsun Shim; Ramisha Raida Karim; Ruthwik Jakkula; Kaiwen Zhou; Xin Liu; Xin Eric Wang; Zhou Li,2026,2026-09-12,arXiv (Cornell University),,https://arxiv.org/abs/2609.14003,preprint,0,OpenAlex,Q3.v1,https://openalex.org/W7213371706,2026-09-17T09:07:34Z,1,,,,,,
arxiv:2609.11028,BenchShield: Formal Model-Backed Instrumentation for Reward Integrity in LLM-Agent Evaluation Infrastructure,"LM-agent benchmarks increasingly function as interactive evaluation infrastructure. Agents observe state, call tools, modify workspaces, submit artifacts, and receive rewards from outcome procedures. This interactivity makes evaluations vulnerable to reward hacking: an agent improves its measured score by exploiting the reward-relevant trajectory instead of solving the intended task. Existing defenses rely largely on task-specific patches, prompt instructions, or post-hoc detectors. They do not provide reusable evidence that a concrete run remained within its intended evaluation boundary. This paper presents BenchShield, a model-backed instrumentation layer for reward integrity in LLM-agent evaluation. BenchShield grounds detection in a finite lifecycle model of an evaluation's reward-relevant events. Within the benchmark infrastructure, two complementary analyses operate over this model. A static, phase-aware taint analysis exposes reward-hacking paths before a run. Its runtime counterpart uses infrastructure-side evidence to attribute concrete agent use and emit evidence-backed claims. We construct BenchShield Trajectories, a human-labeled corpus of 456 adjudicated trajectories from more than 31,000 public agent runs across three benchmarks. Compared with an agentic hackability scanner baseline on the same tasks and model, BenchShield improves full-chain recall from 23-94% to 77-100%, same-vector coverage from 16-56% to 43-78%, and reduces per-task cost by up to 65%. Its runtime analysis achieves 96% accuracy in detecting reward hacking from infrastructure-side evidence.",Shenghan Zheng; Zonglin Di; Yimin Liu; Kyoung Whan Choe; Jiankai Sun; Heguang Lin; Penghao Jiang; Yifeng He; Xiao Cheng; Jicheng Wang; Wenbo Chen; Alex Yates; Yinzhe Zhao; Bingran You; Yuan Gao; Ayush Munot; Shubham Gaur; Zhe Ye; Hao Wang; Xiangyi Li; Dawn Song; Christophe Hauser,2026,2026-09-10,arXiv (Cornell University),,https://arxiv.org/abs/2609.11028,preprint,0,OpenAlex;arXiv,Q1.A2;Q2.A2;Q3.A1;Q3.v1,https://openalex.org/W7212406396,2026-09-17T09:07:34Z,1,2609.11028,,,,,
